job_title,company_title,salary,location,posting_date,expiration_date,industry,job_type,exp,position,detailed_welfare,age,sex,edu_level,job_tags
Chuyên viên Giải phóng mặt bằng,CÔNG TY CP GOLDEN CITY,Lương: 10 Tr - 15 Tr VND,Nghệ An,24-06-2023,23/07/2023,Luật / Pháp lý | Bất động sản,Nhân viên chính thức,Trên 2 Năm,Nhân viên,Chế độ bảo hiểm | Du Lịch | Chế độ thưởng | Chăm sóc sức khỏe | Đào tạo | Tăng lương," Độ tuổi:
                Không giới hạn tuổi
         
	",,,
Thực Tập Sinh Xử Lý Nợ Pháp Lý - Hà Nội- TA084,Ngân Hàng TMCP Việt Nam Thịnh Vượng - VPBANK,Lương: Cạnh tranh,Hà Nội,24-06-2023,23/07/2023,Luật / Pháp lý,Thực tập,Chưa có kinh nghiệm,Sinh viên/ Thực tập sinh,," Độ tuổi:
                Không giới hạn tuổi
         
	",," Bằng cấp:
                Đại học
         ",Thực Tập Sinh Phân Tích & Điều Phối Gian Lận - Hà Nội- TA | Thực Tập Sinh Xử Lý Nợ Pháp Lý - Hà Nội- TA
Nhân Viên Kinh Doanh (Hà Nội),"VPP TRADING CO.,LTD",Lương: Cạnh tranh,Hà Nội,25-06-2023,24/07/2023,Bán lẻ / Bán sỉ | Bán hàng / Kinh doanh | Hàng gia dụng / Chăm sóc cá nhân,Nhân viên chính thức,Trên 2 Năm,Nhân viên,Chế độ bảo hiểm | Du Lịch | Chế độ thưởng | Đào tạo | Tăng lương," Độ tuổi:
                Không giới hạn tuổi
         
	"," Giới tính:
         Nam
         "," Bằng cấp:
                Cao đẳng
         ",
Nhân Viên Kinh Doanh Thu nhập lên đến 50 triệu,CÔNG TY CP CƠ KHÍ TÂN MINH,Lương: Cạnh tranh,Hà Nội,24-06-2023,23/07/2023,Bán hàng / Kinh doanh,Nhân viên chính thức,1 - 10 Năm,Nhân viên,Chế độ bảo hiểm | Du Lịch | Phụ cấp | Xe đưa đón | Du lịch nước ngoài | Đồng phục | Chế độ thưởng | Chăm sóc sức khỏe | Đào tạo | Tăng lương | Công tác phí | Phụ cấp thâm niên | CLB thể thao," Độ tuổi:
                        20 - 35
                 
	"," Giới tính:
         Nam
         "," Bằng cấp:
                Cao đẳng
         ",Nhân Viên Kinh Doanh Thu nhập lên đến  triệu |  Đại diện kinh doanh |  Nhân viên phòng kinh doanh |  Nhân viên bán hàng |  Đại diện bán hàng |  Telesales |  Salesman |  Sales Engineer |  Sales Executive |  Chuyên Viên Kinh Doanh |  Sales Dept
Chuyên viên Phát triển Năng lực - Team PTNL Kinh doanh,Ngân hàng TMCP Đại Chúng Việt Nam - PVcomBank,Lương: Cạnh tranh,Hà Nội,24-06-2023,23/07/2023,Bán hàng / Kinh doanh | Nhân sự | Ngân hàng,Nhân viên chính thức,1 - 3 Năm,Nhân viên,Chế độ bảo hiểm | Du Lịch | Chế độ thưởng | Chăm sóc sức khỏe | Đào tạo | Tăng lương," Độ tuổi:
                Không giới hạn tuổi
         
	",," Bằng cấp:
                Đại học
         ",Chuyên viên Phát triển Năng lực | Chuyên viên Phát triển Năng lực - Team PTNL | Chuyên viên Phát triển Năng lực - Team PTNL Kinh doanh
Chuyên viên UB (Chuyên viên Tư vấn) - CN. Long Thành,Ngân Hàng TMCP Quân Đội,Lương: 8 Tr - 15 Tr VND,Đồng Nai,24-06-2023,23/07/2023,Dịch vụ khách hàng | Ngân hàng | Tài chính / Đầu tư,Nhân viên chính thức,Lên đến 1Năm,Nhân viên,Chế độ bảo hiểm | Du Lịch | Phụ cấp | Du lịch nước ngoài | Đồng phục | Chế độ thưởng | Chăm sóc sức khỏe | Đào tạo | Tăng lương | Công tác phí | Phụ cấp thâm niên | Nghỉ phép năm | CLB thể thao," Độ tuổi:
                Không giới hạn tuổi
         
	",," Bằng cấp:
                Đại học
         ",Chuyên viên Tư vấn | Tư vấn | Khách hàng ưu tiên | Chuyên viên UB | Chuyên viên UB Chuyên viên Tư vấn - CN. Trà Vinh | Chuyên viên UB Chuyên viên Tư vấn - CN. Bảo Lộc PGD. Di Linh | Chuyên viên UB Chuyên viên Tư vấn - CN. Tây Đô | Chuyên viên UB Chuyên viên Tư vấn - CN. Lài Cai Sa Pa | Chuyên viên UB Chuyên viên Tư vấn - PGD. Hồng Ngự Đồng Tháp | Chuyên viên UB Chuyên viên Tư vấn - CN. Quảng Nam
[HÀ NỘI] - Nhân viên lễ tân,Công Ty Cổ Phần In Holdings,Lương: Cạnh tranh,Hà Nội,24-06-2023,,Nhà hàng / Khách sạn | Du lịch,Nhân viên chính thức,Nhân viên,23/07/2023,Chế độ bảo hiểm | Du Lịch | Đồng phục | Chế độ thưởng | Chăm sóc sức khỏe | Đào tạo | Tăng lương," Độ tuổi:
                        18 - 30
                 
	",,, Nhân viên tiếp tân |  Lễ tân |  Reception |  Lễ tân nhà hàng |  Lễ tân khách sạn |  Lễ tân quầy sảnh |  Receptionist |  Nhân viên thư ký lễ tân |  kiêm trợ lý văn phòng |  tổng đài
Hà Nội - CN Thường Tín - Tổ trưởng Tổ HTKD Ngân hàng số,LPBank,Lương: Cạnh tranh,Hà Nội,24-06-2023,23/07/2023,Bán hàng / Kinh doanh | Ngân hàng | Tài chính / Đầu tư,Nhân viên chính thức,Trên 2 Năm,Quản lý,Chế độ bảo hiểm | Du Lịch | Chế độ thưởng | Chăm sóc sức khỏe | Đào tạo | Tăng lương," Độ tuổi:
                Không giới hạn tuổi
         
	",," Bằng cấp:
                Đại học
         ",
KÊ TOÁN TỔNG HỢP - BÌNH DƯƠNG,Công Ty Cổ Phần Phúc Sinh,Lương: 15 Tr - 20 Tr VND,Bình Dương,24-06-2023,23/07/2023,Kế toán / Kiểm toán | Tài chính / Đầu tư,Nhân viên chính thức,2 - 3 Năm,Nhân viên,Laptop | Chế độ bảo hiểm | Du Lịch | Phụ cấp | Xe đưa đón | Đồng phục | Chế độ thưởng | Chăm sóc sức khỏe | Đào tạo | Tăng lương | Công tác phí | Nghỉ phép năm," Độ tuổi:
                Không giới hạn tuổi
         
	",," Bằng cấp:
                Đại học
         ",
Chuyên viên Chính sách & Phát triển nguồn lực,Công Ty Cổ Phần Eurowindow,Lương: 20 Tr - 23 Tr VND,Hà Nội,24-06-2023,23/07/2023,Nhân sự,Nhân viên chính thức,3 - 4 Năm,Nhân viên,Chế độ bảo hiểm | Chế độ thưởng | Đào tạo | Tăng lương," Độ tuổi:
                Không giới hạn tuổi
         
	",,,Quản trị nhân lực | Phát triển nguồn nhân lực
Chuyên viên Khách hàng cá nhân - PGD. Nhơn Trạch (Long Thành),Ngân Hàng TMCP Quân Đội,Lương: 15 Tr - 30 Tr VND,Đồng Nai,24-06-2023,23/07/2023,Ngân hàng | Tài chính / Đầu tư,Nhân viên chính thức,Lên đến 1Năm,Nhân viên,Chế độ bảo hiểm | Du Lịch | Phụ cấp | Du lịch nước ngoài | Đồng phục | Chế độ thưởng | Chăm sóc sức khỏe | Đào tạo | Tăng lương | Công tác phí | Phụ cấp thâm niên | Nghỉ phép năm | CLB thể thao," Độ tuổi:
                Không giới hạn tuổi
         
	",," Bằng cấp:
                Đại học
         ",Chuyên viên Tư vấn | Tư vấn | Khách hàng ưu tiên | Chuyên viên UB | Chuyên viên UB Chuyên viên Tư vấn - CN. Trà Vinh | Chuyên viên UB Chuyên viên Tư vấn - CN. Bảo Lộc PGD. Di Linh | Chuyên viên UB Chuyên viên Tư vấn - CN. Tây Đô | Chuyên viên UB Chuyên viên Tư vấn - CN. Lài Cai Sa Pa | Chuyên viên UB Chuyên viên Tư vấn - PGD. Hồng Ngự Đồng Tháp | Chuyên viên UB Chuyên viên Tư vấn - CN. Quảng Nam
Tư vấn tuyển sinh  (NVKD)- Cơ sở Yên Bái,Công ty TNHH Phát Triển Giáo Dục Và Hợp Tác Quốc Tế THANHMAIHSK,Lương: 5 Tr - 9 Tr VND,Yên Bái,24-06-2023,23/07/2023,Bán lẻ / Bán sỉ | Bán hàng / Kinh doanh | Giáo dục / Đào tạo,Nhân viên chính thức,1 - 2 Năm,Nhân viên,Chế độ bảo hiểm | Du Lịch | Du lịch nước ngoài | Đồng phục | Chế độ thưởng | Chăm sóc sức khỏe | Đào tạo | Tăng lương | Công tác phí | Phụ cấp thâm niên | Nghỉ phép năm," Độ tuổi:
                        22 - 33
                 
	",," Bằng cấp:
                Đại học
         ",Tư vấn tuyển sinh  NVKD- Cơ sở Yên Bái |  Tư vấn đào tạo
Trợ Giảng Tiếng Anh Fulltime [Ocean edu Nho Quan],Công Ty CP Giáo Dục Đại Dương,Lương: 11 Tr - 13 Tr VND,Ninh Bình,24-06-2023,,Dịch vụ khách hàng | Giáo dục / Đào tạo | Biên phiên dịch,Nhân viên chính thức,Nhân viên,23/07/2023,Chế độ bảo hiểm | Du Lịch | Phụ cấp | Đồng phục | Chế độ thưởng | Chăm sóc sức khỏe | Đào tạo | Tăng lương | Công tác phí | Nghỉ phép năm," Độ tuổi:
                        21 - 35
                 
	",," Bằng cấp:
                Cao đẳng
         ",
QA Back-End Specialist,Công ty TNHH Scaleflex Việt Nam,Lương: Cạnh tranh,Hồ Chí Minh,24-06-2023,23/07/2023,CNTT - Phần mềm,Nhân viên chính thức,3 - 10 Năm,Nhân viên,Laptop | Chế độ bảo hiểm | Du Lịch | Phụ cấp | Du lịch nước ngoài | Chăm sóc sức khỏe | Đào tạo | Tăng lương | Nghỉ phép năm | CLB thể thao," Độ tuổi:
                Không giới hạn tuổi
         
	",," Bằng cấp:
                Đại học
         ",Quality Assurance Engineer |  QA Specialist |  Back-End |  Automation Tester
Chuyên viên tìm kiếm nguồn hàng và phân tích thị trường,Công ty TNHH AOBA Việt Nam,Lương: 20 Tr - 35 Tr VND,Hà Nội,24-06-2023,23/07/2023,Tiếp thị / Marketing | Bán lẻ / Bán sỉ | Bán hàng / Kinh doanh,Nhân viên chính thức,Trên 3 Năm,Trưởng nhóm / Giám sát,Laptop | Chế độ bảo hiểm | Du Lịch | Phụ cấp | Chế độ thưởng | Chăm sóc sức khỏe | Đào tạo | Tăng lương | Nghỉ phép năm | CLB thể thao," Độ tuổi:
                        Trên 27
                 
	",," Bằng cấp:
                Đại học
         ",Merchandiser |  Nhân viên Marketing |  Bán lẻ |  Retail
Kế toán trưởng,CÔNG TY TNHH THƯƠNG MẠI VIỆT LÊ,Lương: Cạnh tranh,Hà Nội,24-06-2023,23/07/2023,Bán hàng / Kinh doanh,Nhân viên chính thức,2 - 3 Năm,Quản lý,Laptop | Chế độ bảo hiểm | Du Lịch | Phụ cấp | Đồng phục | Chế độ thưởng | Chăm sóc sức khỏe | Đào tạo | Tăng lương | Công tác phí | Phụ cấp thâm niên | Nghỉ phép năm," Độ tuổi:
                Không giới hạn tuổi
         
	",," Bằng cấp:
                Đại học
         ", Chief accountant |  Trưởng phòng kế toán |  Accounting Manager
Nhân Viên Bán Hàng Showroom - Đồng Nai,công ty Toshiko Việt Nam,Lương: 10 Tr - 15 Tr VND,Đồng Nai,24-06-2023,,Tiếp thị / Marketing | Bán lẻ / Bán sỉ | Bán hàng / Kinh doanh,Nhân viên chính thức,Nhân viên,23/07/2023,Chế độ bảo hiểm | Du Lịch | Phụ cấp | Đồng phục | Chế độ thưởng | Chăm sóc sức khỏe | Đào tạo | Tăng lương | Công tác phí | Phụ cấp thâm niên | Nghỉ phép năm | CLB thể thao," Độ tuổi:
                Không giới hạn tuổi
         
	"," Giới tính:
         Nữ  ",, Đại diện bán hàng |  tư vấn bán hàng |  Salesman |  Sales Representative |  nhân viên kinh doanh |  đại diện kinh doanh |  NVKD |  tư vấn kinh doanh |  bán hàng
International Sales (Prefer Chinese),CÔNG TY TNHH HÙNG CÁ,Lương: Cạnh tranh,Hồ Chí Minh,24-06-2023,23/07/2023,Tiếp thị / Marketing | Bán hàng / Kinh doanh | Xuất nhập khẩu,Nhân viên chính thức,1 - 2 Năm,Nhân viên,Chế độ bảo hiểm | Du Lịch | Chế độ thưởng | Chăm sóc sức khỏe | Đào tạo | Tăng lương," Độ tuổi:
                Không giới hạn tuổi
         
	",," Bằng cấp:
                Đại học
         ",International Sales |  nhân viên kinh doanh |  Chuyên viên kinh doanh
Graphic Designer,KITACHI - LẨU MÌ CAY HÀN QUỐC,Lương: Cạnh tranh,Quảng Ngãi,24-06-2023,23/07/2023,Tiếp thị / Marketing | Mỹ thuật / Nghệ thuật / Thiết kế | Quảng cáo / Đối ngoại / Truyền Thông,Nhân viên chính thức,Trên 1 Năm,Nhân viên,Chế độ bảo hiểm | Du Lịch | Chế độ thưởng | Chăm sóc sức khỏe | Đào tạo | Tăng lương," Độ tuổi:
                Không giới hạn tuổi
         
	",,, Họa viên |  UI Designer |  Ux Designer |  Graphic Design
Tax & Transfer Pricing Controller - Trưởng bộ phận Thuế Và Chuyển Đổi Giá,Công ty CP Thành Thành Công - Biên Hòa,Lương: Cạnh tranh,Hồ Chí Minh,24-06-2023,23/07/2023,Kế toán / Kiểm toán | Thống kê | Tài chính / Đầu tư,Nhân viên chính thức,4 - 6 Năm,Trưởng nhóm / Giám sát,Laptop | Chế độ bảo hiểm | Du Lịch | Phụ cấp | Đồng phục | Chế độ thưởng | Chăm sóc sức khỏe | Đào tạo | Tăng lương | Công tác phí | Phụ cấp thâm niên | Nghỉ phép năm," Độ tuổi:
                Không giới hạn tuổi
         
	",," Bằng cấp:
                Đại học
         ",Tài chính đầu tư | Thống kê | Kế toán kiểm toán
Trình dược viên OTC tại Bình Dương và Đồng Nai (Thu nhập up to 30tr),CÔNG TY TNHH DQH VN,Lương: 15 Tr - 30 Tr VND,Bình Dương,24-06-2023,23/07/2023,Tiếp thị / Marketing | Bán hàng / Kinh doanh | Dược phẩm,Nhân viên chính thức,1 - 5 Năm,Nhân viên,Chế độ bảo hiểm | Du Lịch | Phụ cấp | Chế độ thưởng | Chăm sóc sức khỏe | Đào tạo | Tăng lương | Nghỉ phép năm," Độ tuổi:
                        Trên 18
                 
	",,,Trình dược viên OTC tại Bình Dương và Đồng Nai |  Trình dược viên |  Medical Representative |  Trình dược viên ETC |  Trình dược viên kênh nhà thuốc |  Trình dược viên kênh bệnh viện
Kế toán trưởng,CÔNG TY TNHH THƯƠNG MẠI VIỆT LÊ,Lương: Cạnh tranh,Hà Nội,24-06-2023,23/07/2023,Bán hàng / Kinh doanh,Nhân viên chính thức,1 - 2 Năm,Nhân viên,Laptop | Chế độ bảo hiểm | Du Lịch | Phụ cấp | Chế độ thưởng | Chăm sóc sức khỏe | Đào tạo | Tăng lương | Công tác phí | Phụ cấp thâm niên | Nghỉ phép năm," Độ tuổi:
                Không giới hạn tuổi
         
	",," Bằng cấp:
                Cao đẳng
         ", Chief accountant |  Trưởng phòng kế toán |  Accounting Manager
Customer Service Executive - Chinese Speaking,Him Lam International School - Trường Quốc Tế Him Lam,Lương: Cạnh tranh,Bắc Ninh,24-06-2023,23/07/2023,Dịch vụ khách hàng | Giáo dục / Đào tạo,Nhân viên chính thức,1 - 2 Năm,Nhân viên,Laptop | Chế độ bảo hiểm | Phụ cấp | Chế độ thưởng | Đào tạo | Tăng lương | Nghỉ phép năm," Độ tuổi:
                Không giới hạn tuổi
         
	",,,Customer Service | Customer Experience
Corporate Outreach Manager,Vive,Lương: 16 Tr - 24 Tr VND,Hồ Chí Minh,24-06-2023,23/07/2023,Bán hàng / Kinh doanh,Nhân viên chính thức,2 - 3 Năm,Nhân viên,Chế độ bảo hiểm | Du Lịch | Phụ cấp | Chế độ thưởng | Chăm sóc sức khỏe | Đào tạo | Tăng lương," Độ tuổi:
                        23 - 40
                 
	",," Bằng cấp:
                Đại học
         ", Purchasing |  Nhân viên mua hàng  Staff |  Associates  Accountant |  Staff/ Executive/ Supervisor/ Manager |  purchasing staff |  Executive |  specialist |  Coordinator |  Supervisor |  officier
HO - Chuyên viên Kỹ thuật và Giám sát vận hành ATM,ACB - Ngân Hàng TMCP Á Châu,Lương: Cạnh tranh,Hồ Chí Minh,24-06-2023,,,,,,,,,,
Nhân Viên Kinh Doanh Kênh MT,Công Ty TNHH CJ Foods Việt Nam,Lương: Cạnh tranh,Hưng Yên | Hà Nội | Thái Bình,24-06-2023,23/07/2023,Tiếp thị / Marketing | Bán lẻ / Bán sỉ | Bán hàng / Kinh doanh,Nhân viên chính thức,Trên 1 Năm,Nhân viên,Laptop | Chế độ bảo hiểm | Phụ cấp | Chế độ thưởng | Chăm sóc sức khỏe | Đào tạo | Tăng lương | Công tác phí | Nghỉ phép năm," Độ tuổi:
                Không giới hạn tuổi
         
	",,,Đại diện kinh doanh |  Nhân viên phòng kinh doanh |  Nhân viên bán hàng |  Đại diện bán hàng |  Telesales |  Salesman |  Sales Engineer |  Sales Executive |  Chuyên Viên Kinh Doanh |  Sales Dept |  Nhân Viên Kinh Doanh Kênh MT
TRƯỞNG PHÒNG TÀI CHÍNH KẾ TOÁN_BÌNH DƯƠNG,Công Ty Cổ Phần Phúc Sinh,Lương: 30 Tr - 40 Tr VND,Bình Dương,24-06-2023,23/07/2023,Kế toán / Kiểm toán,Nhân viên chính thức,3 - 5 Năm,Quản lý,Chế độ bảo hiểm | Du Lịch | Chế độ thưởng | Chăm sóc sức khỏe | Đào tạo | Tăng lương," Độ tuổi:
                Không giới hạn tuổi
         
	",," Bằng cấp:
                Đại học
         ",KẾ TOÁN TRƯỞNG - PHUC SINH GROUP - BÌNH DƯƠNG | TRƯỞNG PHÒNG TÀI CHÍNH KẾ TOÁN_BÌNH DƯƠNG | TRƯỞNG PHÒNG TÀI CHÍNH KẾ TOÁN | KẾ TOÁN TRƯỞNG
National Account Manager,Daikin Air Conditioning (Vietnam) Joint Stock Company,Lương: Cạnh tranh,Hồ Chí Minh,24-06-2023,23/07/2023,Điện / Điện tử / Điện lạnh | Cơ khí / Ô tô / Tự động hóa | Bán hàng / Kinh doanh,Nhân viên chính thức,0 - 0 Năm,Nhân viên,Laptop | Chế độ bảo hiểm | Du Lịch | Phụ cấp | Chế độ thưởng | Chăm sóc sức khỏe | Đào tạo | Tăng lương | Phụ cấp thâm niên | Nghỉ phép năm," Độ tuổi:
                Không giới hạn tuổi
         
	",,,Project Sales | Owner | Chainstore | Chain store | Sales Manager | Specification Manager | HVAC | Thermal Engineering
HN - Chuyên Viên Tư Vấn,Ngân hàng TMCP Bản Việt (BVBank),Lương: Cạnh tranh,Hà Nội | Nghệ An,24-06-2023,,,,,,,,,,Nhân viên tư vấn | Tư vấn viên | Consultant | Counsellor | Consultant Executive | Teller | Giao dịch viên | Chuyên viên tư vấn | Kiểm soát viên | Giám sát giao dịch kiểm soát viên | Trưởng phòng giao dịch | Commercial Teller
Chuyên Viên Quay Dựng,CÔNG TY TNHH ĐẦU TƯ THƯƠNG MẠI VÀ DỊCH VỤ AN HOÀNG GIA,Lương: 12 Tr - 20 Tr VND,Hà Nội,24-06-2023,23/07/2023,Y tế / Chăm sóc sức khỏe | Truyền hình / Báo chí / Biên tập | Quảng cáo / Đối ngoại / Truyền Thông,Nhân viên chính thức,2 - 5 Năm,Nhân viên,Chế độ bảo hiểm | Du Lịch | Chế độ thưởng | Chăm sóc sức khỏe | Đào tạo | Tăng lương," Độ tuổi:
                Không giới hạn tuổi
         
	",," Bằng cấp:
                Cao đẳng
         ",
Giám Đốc Vận Hành Các Dự Án Bất Động Sản,BIM Group,Lương: Cạnh tranh,Hà Nội,24-06-2023,23/07/2023,Bất động sản | Xây dựng,Nhân viên chính thức,Trên 15 Năm,Giám đốc ,Laptop | Chế độ bảo hiểm | Du Lịch | Phụ cấp | Xe đưa đón | Du lịch nước ngoài | Đồng phục | Chế độ thưởng | Chăm sóc sức khỏe | Đào tạo | Tăng lương | Công tác phí | Phụ cấp thâm niên | Nghỉ phép năm | CLB thể thao," Độ tuổi:
                Không giới hạn tuổi
         
	",," Bằng cấp:
                Đại học
         ",Bất động sản | Xây dựng | Vận hành dự án
Head of Compliance and Assurance (Techcom securities),TECHCOMBANK,Lương: Trên 20 Tr VND,Hà Nội,24-06-2023,23/07/2023,Ngân hàng | Chứng khoán | Tài chính / Đầu tư,Nhân viên chính thức,Trên 10 Năm,Quản lý,Chế độ bảo hiểm | Du Lịch | Chế độ thưởng | Chăm sóc sức khỏe | Đào tạo | Tăng lương," Độ tuổi:
                Không giới hạn tuổi
         
	",," Bằng cấp:
                Đại học
         ",Head of Compliance and Assurance Techcom securities |  Compliance Manager |  Compliance Director |  Trưởng phòng pháp chế và tuân thủ |  Giám đốc pháp chế và tuân thủ |  Trưởng phòng pháp lý và tuân thủ |  Giám đốc pháp lý và tuân thủ
